file_name;size_bytes;extension;modified_unix_secs;directory;crate_name;src_root;is_text;lines;category;object;rust_role;rust_fn_count;rust_type_count;rust_impl_count;rust_pub_item_count;rust_use_external_count;rel_path
mod.rs;41;rs;2025-12-20 17:01:03;crates/backend/src/dashboards/d400_monthly_summary;backend;crates/backend/src;true;3;dashboards;d400_monthly_summary;mod_rs;0;0;0;2;0;crates/backend/src/dashboards/d400_monthly_summary/mod.rs
repository.rs;5406;rs;2025-12-20 17:01:03;crates/backend/src/dashboards/d400_monthly_summary;backend;crates/backend/src;true;162;dashboards;d400_monthly_summary;repository;4;4;0;12;3;crates/backend/src/dashboards/d400_monthly_summary/repository.rs
service.rs;5230;rs;2025-12-20 17:01:03;crates/backend/src/dashboards/d400_monthly_summary;backend;crates/backend/src;true;156;dashboards;d400_monthly_summary;service;3;0;0;1;2;crates/backend/src/dashboards/d400_monthly_summary/service.rs
mod.rs;33;rs;2025-12-20 17:01:03;crates/backend/src/dashboards;backend;crates/backend/src;true;2;dashboards;;mod_rs;0;0;0;1;0;crates/backend/src/dashboards/mod.rs
mod.rs;39;rs;2025-12-20 17:01:03;crates/backend/src/domain/a001_connection_1c;backend;crates/backend/src;true;2;domain;a001_connection_1c;mod_rs;0;0;0;2;0;crates/backend/src/domain/a001_connection_1c/mod.rs
repository.rs;8071;rs;2025-12-20 17:01:03;crates/backend/src/domain/a001_connection_1c;backend;crates/backend/src;true;243;domain;a001_connection_1c;repository;10;2;2;23;8;crates/backend/src/domain/a001_connection_1c/repository.rs
service.rs;6890;rs;2025-12-20 17:01:03;crates/backend/src/domain/a001_connection_1c;backend;crates/backend/src;true;204;domain;a001_connection_1c;service;9;0;0;9;3;crates/backend/src/domain/a001_connection_1c/service.rs
mod.rs;37;rs;2025-12-23 16:35:58;crates/backend/src/domain/a002_organization;backend;crates/backend/src;true;2;domain;a002_organization;mod_rs;0;0;0;2;0;crates/backend/src/domain/a002_organization/mod.rs
repository.rs;5262;rs;2025-12-20 17:01:03;crates/backend/src/domain/a002_organization;backend;crates/backend/src;true;155;domain;a002_organization;repository;9;2;2;21;8;crates/backend/src/domain/a002_organization/repository.rs
service.rs;3619;rs;2025-12-20 17:01:03;crates/backend/src/domain/a002_organization;backend;crates/backend/src;true;110;domain;a002_organization;service;6;0;0;6;2;crates/backend/src/domain/a002_organization/service.rs
mod.rs;37;rs;2025-12-23 16:35:58;crates/backend/src/domain/a003_counterparty;backend;crates/backend/src;true;2;domain;a003_counterparty;mod_rs;0;0;0;2;0;crates/backend/src/domain/a003_counterparty/mod.rs
repository.rs;5025;rs;2025-12-20 17:01:03;crates/backend/src/domain/a003_counterparty;backend;crates/backend/src;true;143;domain;a003_counterparty;repository;7;2;2;20;8;crates/backend/src/domain/a003_counterparty/repository.rs
service.rs;1639;rs;2025-12-20 17:01:03;crates/backend/src/domain/a003_counterparty;backend;crates/backend/src;true;59;domain;a003_counterparty;service;5;0;0;5;2;crates/backend/src/domain/a003_counterparty/service.rs
excel_import.rs;6063;rs;2025-12-29 09:57:11;crates/backend/src/domain/a004_nomenclature;backend;crates/backend/src;true;170;domain;a004_nomenclature;module;4;3;0;15;3;crates/backend/src/domain/a004_nomenclature/excel_import.rs
mod.rs;59;rs;2025-12-23 16:35:58;crates/backend/src/domain/a004_nomenclature;backend;crates/backend/src;true;3;domain;a004_nomenclature;mod_rs;0;0;0;3;0;crates/backend/src/domain/a004_nomenclature/mod.rs
repository.rs;15995;rs;2025-12-29 09:52:28;crates/backend/src/domain/a004_nomenclature;backend;crates/backend/src;true;429;domain;a004_nomenclature;repository;16;3;2;44;13;crates/backend/src/domain/a004_nomenclature/repository.rs
service.rs;1934;rs;2025-12-29 08:07:00;crates/backend/src/domain/a004_nomenclature;backend;crates/backend/src;true;70;domain;a004_nomenclature;service;6;0;0;6;2;crates/backend/src/domain/a004_nomenclature/service.rs
mod.rs;39;rs;2025-12-20 17:01:03;crates/backend/src/domain/a005_marketplace;backend;crates/backend/src;true;2;domain;a005_marketplace;mod_rs;0;0;0;2;0;crates/backend/src/domain/a005_marketplace/mod.rs
repository.rs;5284;rs;2025-12-20 17:01:03;crates/backend/src/domain/a005_marketplace;backend;crates/backend/src;true;153;domain;a005_marketplace;repository;8;2;2;20;9;crates/backend/src/domain/a005_marketplace/repository.rs
service.rs;4300;rs;2025-12-20 17:01:03;crates/backend/src/domain/a005_marketplace;backend;crates/backend/src;true;129;domain;a005_marketplace;service;6;0;0;6;3;crates/backend/src/domain/a005_marketplace/service.rs
mod.rs;39;rs;2025-12-20 17:01:03;crates/backend/src/domain/a006_connection_mp;backend;crates/backend/src;true;2;domain;a006_connection_mp;mod_rs;0;0;0;2;0;crates/backend/src/domain/a006_connection_mp/mod.rs
repository.rs;6531;rs;2025-12-20 17:01:03;crates/backend/src/domain/a006_connection_mp;backend;crates/backend/src;true;174;domain;a006_connection_mp;repository;7;2;2;26;8;crates/backend/src/domain/a006_connection_mp/repository.rs
service.rs;4986;rs;2025-12-20 17:01:03;crates/backend/src/domain/a006_connection_mp;backend;crates/backend/src;true;150;domain;a006_connection_mp;service;6;0;0;6;3;crates/backend/src/domain/a006_connection_mp/service.rs
mod.rs;39;rs;2025-12-20 17:01:03;crates/backend/src/domain/a007_marketplace_product;backend;crates/backend/src;true;2;domain;a007_marketplace_product;mod_rs;0;0;0;2;0;crates/backend/src/domain/a007_marketplace_product/mod.rs
repository.rs;10099;rs;2025-12-29 19:50:09;crates/backend/src/domain/a007_marketplace_product;backend;crates/backend/src;true;295;domain;a007_marketplace_product;repository;12;4;2;41;9;crates/backend/src/domain/a007_marketplace_product/repository.rs
service.rs;13334;rs;2025-12-29 19:45:59;crates/backend/src/domain/a007_marketplace_product;backend;crates/backend/src;true;345;domain;a007_marketplace_product;service;13;1;0;19;3;crates/backend/src/domain/a007_marketplace_product/service.rs
mod.rs;39;rs;2025-12-20 17:01:03;crates/backend/src/domain/a008_marketplace_sales;backend;crates/backend/src;true;2;domain;a008_marketplace_sales;mod_rs;0;0;0;2;0;crates/backend/src/domain/a008_marketplace_sales/mod.rs
repository.rs;6475;rs;2025-12-20 17:01:03;crates/backend/src/domain/a008_marketplace_sales;backend;crates/backend/src;true;171;domain;a008_marketplace_sales;repository;8;2;2;25;8;crates/backend/src/domain/a008_marketplace_sales/repository.rs
service.rs;1771;rs;2025-12-20 17:01:03;crates/backend/src/domain/a008_marketplace_sales;backend;crates/backend/src;true;66;domain;a008_marketplace_sales;service;5;0;0;5;2;crates/backend/src/domain/a008_marketplace_sales/service.rs
mod.rs;57;rs;2025-12-20 17:01:03;crates/backend/src/domain/a009_ozon_returns;backend;crates/backend/src;true;3;domain;a009_ozon_returns;mod_rs;0;0;0;3;0;crates/backend/src/domain/a009_ozon_returns/mod.rs
posting.rs;2154;rs;2025-12-20 17:01:03;crates/backend/src/domain/a009_ozon_returns;backend;crates/backend/src;true;59;domain;a009_ozon_returns;module;2;0;0;2;2;crates/backend/src/domain/a009_ozon_returns/posting.rs
repository.rs;7904;rs;2025-12-20 17:01:03;crates/backend/src/domain/a009_ozon_returns;backend;crates/backend/src;true;201;domain;a009_ozon_returns;repository;8;2;2;33;8;crates/backend/src/domain/a009_ozon_returns/repository.rs
service.rs;1941;rs;2025-12-20 17:01:03;crates/backend/src/domain/a009_ozon_returns;backend;crates/backend/src;true;74;domain;a009_ozon_returns;service;5;0;0;5;2;crates/backend/src/domain/a009_ozon_returns/service.rs
mod.rs;59;rs;2025-12-20 17:01:03;crates/backend/src/domain/a010_ozon_fbs_posting;backend;crates/backend/src;true;4;domain;a010_ozon_fbs_posting;mod_rs;0;0;0;3;0;crates/backend/src/domain/a010_ozon_fbs_posting/mod.rs
posting.rs;2228;rs;2025-12-20 17:01:03;crates/backend/src/domain/a010_ozon_fbs_posting;backend;crates/backend/src;true;58;domain;a010_ozon_fbs_posting;module;2;0;0;2;2;crates/backend/src/domain/a010_ozon_fbs_posting/posting.rs
repository.rs;8520;rs;2025-12-20 17:01:03;crates/backend/src/domain/a010_ozon_fbs_posting;backend;crates/backend/src;true;228;domain;a010_ozon_fbs_posting;repository;8;2;2;24;9;crates/backend/src/domain/a010_ozon_fbs_posting/repository.rs
service.rs;2722;rs;2025-12-20 17:01:03;crates/backend/src/domain/a010_ozon_fbs_posting;backend;crates/backend/src;true;77;domain;a010_ozon_fbs_posting;service;5;0;0;5;4;crates/backend/src/domain/a010_ozon_fbs_posting/service.rs
mod.rs;59;rs;2025-12-20 17:01:03;crates/backend/src/domain/a011_ozon_fbo_posting;backend;crates/backend/src;true;4;domain;a011_ozon_fbo_posting;mod_rs;0;0;0;3;0;crates/backend/src/domain/a011_ozon_fbo_posting/mod.rs
posting.rs;1879;rs;2025-12-20 17:01:03;crates/backend/src/domain/a011_ozon_fbo_posting;backend;crates/backend/src;true;54;domain;a011_ozon_fbo_posting;module;2;0;0;2;2;crates/backend/src/domain/a011_ozon_fbo_posting/posting.rs
repository.rs;7992;rs;2025-12-20 17:01:03;crates/backend/src/domain/a011_ozon_fbo_posting;backend;crates/backend/src;true;211;domain;a011_ozon_fbo_posting;repository;8;2;2;25;9;crates/backend/src/domain/a011_ozon_fbo_posting/repository.rs
service.rs;2000;rs;2025-12-20 17:01:03;crates/backend/src/domain/a011_ozon_fbo_posting;backend;crates/backend/src;true;60;domain;a011_ozon_fbo_posting;service;5;0;0;5;3;crates/backend/src/domain/a011_ozon_fbo_posting/service.rs
mod.rs;59;rs;2025-12-20 17:01:03;crates/backend/src/domain/a012_wb_sales;backend;crates/backend/src;true;4;domain;a012_wb_sales;mod_rs;0;0;0;3;0;crates/backend/src/domain/a012_wb_sales/mod.rs
posting.rs;2336;rs;2025-12-20 17:01:03;crates/backend/src/domain/a012_wb_sales;backend;crates/backend/src;true;58;domain;a012_wb_sales;module;2;0;0;2;2;crates/backend/src/domain/a012_wb_sales/posting.rs
repository.rs;17165;rs;2025-12-20 17:01:03;crates/backend/src/domain/a012_wb_sales;backend;crates/backend/src;true;464;domain;a012_wb_sales;repository;10;5;2;69;10;crates/backend/src/domain/a012_wb_sales/repository.rs
service.rs;5427;rs;2025-12-20 17:01:03;crates/backend/src/domain/a012_wb_sales;backend;crates/backend/src;true;136;domain;a012_wb_sales;service;7;0;0;7;4;crates/backend/src/domain/a012_wb_sales/service.rs
mod.rs;59;rs;2025-12-20 17:01:03;crates/backend/src/domain/a013_ym_order;backend;crates/backend/src;true;4;domain;a013_ym_order;mod_rs;0;0;0;3;0;crates/backend/src/domain/a013_ym_order/mod.rs
posting.rs;3444;rs;2025-12-20 17:01:03;crates/backend/src/domain/a013_ym_order;backend;crates/backend/src;true;81;domain;a013_ym_order;module;2;0;0;2;2;crates/backend/src/domain/a013_ym_order/posting.rs
repository.rs;24255;rs;2025-12-20 17:01:03;crates/backend/src/domain/a013_ym_order;backend;crates/backend/src;true;631;domain;a013_ym_order;repository;15;8;4;91;10;crates/backend/src/domain/a013_ym_order/repository.rs
service.rs;14797;rs;2025-12-20 17:01:03;crates/backend/src/domain/a013_ym_order;backend;crates/backend/src;true;388;domain;a013_ym_order;service;10;3;0;13;7;crates/backend/src/domain/a013_ym_order/service.rs
mod.rs;86;rs;2025-12-20 17:01:03;crates/backend/src/domain/a014_ozon_transactions;backend;crates/backend/src;true;4;domain;a014_ozon_transactions;mod_rs;0;0;0;4;0;crates/backend/src/domain/a014_ozon_transactions/mod.rs
posting.rs;3538;rs;2025-12-20 17:01:03;crates/backend/src/domain/a014_ozon_transactions;backend;crates/backend/src;true;84;domain;a014_ozon_transactions;module;2;0;0;2;2;crates/backend/src/domain/a014_ozon_transactions/posting.rs
repository.rs;14621;rs;2025-12-20 17:01:03;crates/backend/src/domain/a014_ozon_transactions;backend;crates/backend/src;true;360;domain;a014_ozon_transactions;repository;11;2;2;29;9;crates/backend/src/domain/a014_ozon_transactions/repository.rs
service.rs;10429;rs;2025-12-20 17:01:03;crates/backend/src/domain/a014_ozon_transactions;backend;crates/backend/src;true;289;domain;a014_ozon_transactions;service;11;0;0;11;2;crates/backend/src/domain/a014_ozon_transactions/service.rs
service_enrichment.rs;6624;rs;2025-12-20 17:01:03;crates/backend/src/domain/a014_ozon_transactions;backend;crates/backend/src;true;157;domain;a014_ozon_transactions;service;1;1;0;1;2;crates/backend/src/domain/a014_ozon_transactions/service_enrichment.rs
mod.rs;59;rs;2025-12-20 17:01:03;crates/backend/src/domain/a015_wb_orders;backend;crates/backend/src;true;4;domain;a015_wb_orders;mod_rs;0;0;0;3;0;crates/backend/src/domain/a015_wb_orders/mod.rs
posting.rs;1907;rs;2025-12-20 17:01:03;crates/backend/src/domain/a015_wb_orders;backend;crates/backend/src;true;50;domain;a015_wb_orders;module;2;0;0;2;2;crates/backend/src/domain/a015_wb_orders/posting.rs
repository.rs;11217;rs;2025-12-20 17:01:03;crates/backend/src/domain/a015_wb_orders;backend;crates/backend/src;true;298;domain;a015_wb_orders;repository;9;2;2;33;8;crates/backend/src/domain/a015_wb_orders/repository.rs
service.rs;5228;rs;2025-12-20 17:01:03;crates/backend/src/domain/a015_wb_orders;backend;crates/backend/src;true;132;domain;a015_wb_orders;service;7;0;0;7;5;crates/backend/src/domain/a015_wb_orders/service.rs
mod.rs;59;rs;2025-12-20 17:01:03;crates/backend/src/domain/a016_ym_returns;backend;crates/backend/src;true;4;domain;a016_ym_returns;mod_rs;0;0;0;3;0;crates/backend/src/domain/a016_ym_returns/mod.rs
posting.rs;2126;rs;2025-12-20 17:01:03;crates/backend/src/domain/a016_ym_returns;backend;crates/backend/src;true;55;domain;a016_ym_returns;module;2;0;0;2;2;crates/backend/src/domain/a016_ym_returns/posting.rs
repository.rs;12878;rs;2025-12-20 17:01:03;crates/backend/src/domain/a016_ym_returns;backend;crates/backend/src;true;350;domain;a016_ym_returns;repository;8;4;2;36;9;crates/backend/src/domain/a016_ym_returns/repository.rs
service.rs;1608;rs;2025-12-20 17:01:03;crates/backend/src/domain/a016_ym_returns;backend;crates/backend/src;true;52;domain;a016_ym_returns;service;5;0;0;5;3;crates/backend/src/domain/a016_ym_returns/service.rs
mod.rs;461;rs;2025-12-20 17:01:03;crates/backend/src/domain;backend;crates/backend/src;true;16;domain;;mod_rs;0;0;0;16;0;crates/backend/src/domain/mod.rs
a001_connection_1c.rs;4638;rs;2025-12-25 23:41:57;crates/backend/src/handlers;backend;crates/backend/src;true;137;handlers;;handler;7;2;0;18;3;crates/backend/src/handlers/a001_connection_1c.rs
a002_organization.rs;2493;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;74;handlers;;handler;5;0;0;5;2;crates/backend/src/handlers/a002_organization.rs
a003_counterparty.rs;2203;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;65;handlers;;handler;4;0;0;4;2;crates/backend/src/handlers/a003_counterparty.rs
a004_nomenclature.rs;5922;rs;2025-12-29 08:07:00;crates/backend/src/handlers;backend;crates/backend/src;true;177;handlers;;handler;8;3;0;23;3;crates/backend/src/handlers/a004_nomenclature.rs
a005_marketplace.rs;2460;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;71;handlers;;handler;5;0;0;5;2;crates/backend/src/handlers/a005_marketplace.rs
a006_connection_mp.rs;2788;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;81;handlers;;handler;5;0;0;5;2;crates/backend/src/handlers/a006_connection_mp.rs
a007_marketplace_product.rs;6167;rs;2025-12-29 20:04:06;crates/backend/src/handlers;backend;crates/backend/src;true;177;handlers;;handler;6;3;0;31;5;crates/backend/src/handlers/a007_marketplace_product.rs
a008_marketplace_sales.rs;2378;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;68;handlers;;handler;4;0;0;4;2;crates/backend/src/handlers/a008_marketplace_sales.rs
a009_ozon_returns.rs;3834;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;110;handlers;;handler;6;0;0;6;3;crates/backend/src/handlers/a009_ozon_returns.rs
a010_ozon_fbs_posting.rs;5307;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;146;handlers;;handler;6;1;0;9;6;crates/backend/src/handlers/a010_ozon_fbs_posting.rs
a011_ozon_fbo_posting.rs;4346;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;122;handlers;;handler;5;1;0;8;6;crates/backend/src/handlers/a011_ozon_fbo_posting.rs
a012_wb_sales.rs;23810;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;699;handlers;;handler;17;7;0;57;11;crates/backend/src/handlers/a012_wb_sales.rs
a013_ym_order.rs;11973;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;360;handlers;;handler;13;5;0;44;6;crates/backend/src/handlers/a013_ym_order.rs
a014_ozon_transactions.rs;6256;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;169;handlers;;handler;7;1;0;13;3;crates/backend/src/handlers/a014_ozon_transactions.rs
a015_wb_orders.rs;9665;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;246;handlers;;handler;7;3;0;21;6;crates/backend/src/handlers/a015_wb_orders.rs
a016_ym_returns.rs;14553;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;423;handlers;;handler;11;6;0;49;9;crates/backend/src/handlers/a016_ym_returns.rs
d400_monthly_summary.rs;1061;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;31;handlers;;handler;1;0;0;1;2;crates/backend/src/handlers/d400_monthly_summary.rs
form_settings.rs;2727;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;90;handlers;;handler;2;0;0;2;4;crates/backend/src/handlers/form_settings.rs
logs.rs;962;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;30;handlers;;handler;3;0;0;3;1;crates/backend/src/handlers/logs.rs
mod.rs;955;rs;2025-12-23 16:35:58;crates/backend/src/handlers;backend;crates/backend/src;true;41;handlers;;mod_rs;0;0;0;28;0;crates/backend/src/handlers/mod.rs
p900_sales_register.rs;7107;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;195;handlers;;handler;7;0;0;6;2;crates/backend/src/handlers/p900_sales_register.rs
p901_barcodes.rs;3063;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;83;handlers;;handler;3;0;0;3;3;crates/backend/src/handlers/p901_barcodes.rs
p902_ozon_finance_realization.rs;6851;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;166;handlers;;handler;5;0;0;3;4;crates/backend/src/handlers/p902_ozon_finance_realization.rs
p903_wb_finance_report.rs;5376;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;146;handlers;;handler;5;1;0;6;4;crates/backend/src/handlers/p903_wb_finance_report.rs
p904_sales_data.rs;1928;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;63;handlers;;handler;1;1;0;6;2;crates/backend/src/handlers/p904_sales_data.rs
p905_wb_commission_history.rs;6185;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;171;handlers;;handler;6;0;0;5;2;crates/backend/src/handlers/p905_wb_commission_history.rs
p906_nomenclature_prices.rs;2860;rs;2025-12-29 15:26:32;crates/backend/src/handlers;backend;crates/backend/src;true;89;handlers;;handler;2;2;0;13;2;crates/backend/src/handlers/p906_nomenclature_prices.rs
sys_scheduled_task.rs;7544;rs;2025-12-23 16:35:58;crates/backend/src/handlers;backend;crates/backend/src;true;192;handlers;;handler;8;0;0;8;7;crates/backend/src/handlers/sys_scheduled_task.rs
usecases.rs;9144;rs;2025-12-20 17:01:03;crates/backend/src/handlers;backend;crates/backend/src;true;243;handlers;;handler;12;0;0;12;2;crates/backend/src/handlers/usecases.rs
main.rs;2957;rs;2025-12-23 16:35:58;crates/backend/src;backend;crates/backend/src;true;100;misc;;main;1;0;0;8;5;crates/backend/src/main.rs
mod.rs;241;rs;2025-12-20 17:01:03;crates/backend/src/projections;backend;crates/backend/src;true;7;projections;;mod_rs;0;0;0;7;0;crates/backend/src/projections/mod.rs
backfill.rs;6182;rs;2025-12-20 17:01:03;crates/backend/src/projections/p900_mp_sales_register;backend;crates/backend/src;true;162;projections;p900_mp_sales_register;module;2;1;0;6;1;crates/backend/src/projections/p900_mp_sales_register/backfill.rs
mod.rs;89;rs;2025-12-20 17:01:03;crates/backend/src/projections/p900_mp_sales_register;backend;crates/backend/src;true;5;projections;p900_mp_sales_register;mod_rs;0;0;0;4;0;crates/backend/src/projections/p900_mp_sales_register/mod.rs
projection_builder.rs;15271;rs;2025-12-20 17:01:03;crates/backend/src/projections/p900_mp_sales_register;backend;crates/backend/src;true;375;projections;p900_mp_sales_register;module;6;0;0;5;6;crates/backend/src/projections/p900_mp_sales_register/projection_builder.rs
repository.rs;14658;rs;2025-12-20 17:01:03;crates/backend/src/projections/p900_mp_sales_register;backend;crates/backend/src;true;420;projections;p900_mp_sales_register;repository;11;5;1;80;5;crates/backend/src/projections/p900_mp_sales_register/repository.rs
service.rs;3473;rs;2025-12-20 17:01:03;crates/backend/src/projections/p900_mp_sales_register;backend;crates/backend/src;true;101;projections;p900_mp_sales_register;service;7;0;0;7;7;crates/backend/src/projections/p900_mp_sales_register/service.rs
mod.rs;61;rs;2025-12-20 17:01:03;crates/backend/src/projections/p901_nomenclature_barcodes;backend;crates/backend/src;true;3;projections;p901_nomenclature_barcodes;mod_rs;0;0;0;3;0;crates/backend/src/projections/p901_nomenclature_barcodes/mod.rs
repository.rs;9726;rs;2025-12-20 17:01:03;crates/backend/src/projections/p901_nomenclature_barcodes;backend;crates/backend/src;true;318;projections;p901_nomenclature_barcodes;repository;10;5;2;35;6;crates/backend/src/projections/p901_nomenclature_barcodes/repository.rs
service.rs;7403;rs;2025-12-20 17:01:03;crates/backend/src/projections/p901_nomenclature_barcodes;backend;crates/backend/src;true;185;projections;p901_nomenclature_barcodes;service;10;0;0;10;2;crates/backend/src/projections/p901_nomenclature_barcodes/service.rs
u501_import.rs;4889;rs;2025-12-20 17:01:03;crates/backend/src/projections/p901_nomenclature_barcodes;backend;crates/backend/src;true;110;projections;p901_nomenclature_barcodes;module;2;3;1;13;2;crates/backend/src/projections/p901_nomenclature_barcodes/u501_import.rs
mod.rs;39;rs;2025-12-20 17:01:03;crates/backend/src/projections/p902_ozon_finance_realization;backend;crates/backend/src;true;2;projections;p902_ozon_finance_realization;mod_rs;0;0;0;2;0;crates/backend/src/projections/p902_ozon_finance_realization/mod.rs
repository.rs;16924;rs;2025-12-20 17:01:03;crates/backend/src/projections/p902_ozon_finance_realization;backend;crates/backend/src;true;479;projections;p902_ozon_finance_realization;repository;9;5;1;101;7;crates/backend/src/projections/p902_ozon_finance_realization/repository.rs
service.rs;2710;rs;2025-12-20 17:01:03;crates/backend/src/projections/p902_ozon_finance_realization;backend;crates/backend/src;true;82;projections;p902_ozon_finance_realization;service;4;0;0;4;2;crates/backend/src/projections/p902_ozon_finance_realization/service.rs
mod.rs;23;rs;2025-12-20 17:01:03;crates/backend/src/projections/p903_wb_finance_report;backend;crates/backend/src;true;2;projections;p903_wb_finance_report;mod_rs;0;0;0;1;0;crates/backend/src/projections/p903_wb_finance_report/mod.rs
repository.rs;16426;rs;2025-12-20 17:01:03;crates/backend/src/projections/p903_wb_finance_report;backend;crates/backend/src;true;472;projections;p903_wb_finance_report;repository;5;3;1;77;5;crates/backend/src/projections/p903_wb_finance_report/repository.rs
mod.rs;68;rs;2025-12-20 17:01:03;crates/backend/src/projections/p904_sales_data;backend;crates/backend/src;true;3;projections;p904_sales_data;mod_rs;0;0;0;3;0;crates/backend/src/projections/p904_sales_data/mod.rs
projection_builder.rs;23791;rs;2025-12-20 17:01:03;crates/backend/src/projections/p904_sales_data;backend;crates/backend/src;true;590;projections;p904_sales_data;module;4;0;0;4;7;crates/backend/src/projections/p904_sales_data/projection_builder.rs
repository.rs;8820;rs;2025-12-20 17:01:03;crates/backend/src/projections/p904_sales_data;backend;crates/backend/src;true;266;projections;p904_sales_data;repository;6;4;1;34;5;crates/backend/src/projections/p904_sales_data/repository.rs
service.rs;3337;rs;2025-12-20 17:01:03;crates/backend/src/projections/p904_sales_data;backend;crates/backend/src;true;102;projections;p904_sales_data;service;6;0;0;6;6;crates/backend/src/projections/p904_sales_data/service.rs
mod.rs;21;rs;2025-12-20 17:01:03;crates/backend/src/projections/p905_wb_commission_history;backend;crates/backend/src;true;1;projections;p905_wb_commission_history;mod_rs;0;0;0;1;0;crates/backend/src/projections/p905_wb_commission_history/mod.rs
repository.rs;7656;rs;2025-12-20 17:01:03;crates/backend/src/projections/p905_wb_commission_history;backend;crates/backend/src;true;232;projections;p905_wb_commission_history;repository;6;3;1;38;5;crates/backend/src/projections/p905_wb_commission_history/repository.rs
mod.rs;63;rs;2025-12-20 17:01:03;crates/backend/src/projections/p906_nomenclature_prices;backend;crates/backend/src;true;4;projections;p906_nomenclature_prices;mod_rs;0;0;0;3;0;crates/backend/src/projections/p906_nomenclature_prices/mod.rs
repository.rs;11101;rs;2025-12-29 19:19:03;crates/backend/src/projections/p906_nomenclature_prices;backend;crates/backend/src;true;346;projections;p906_nomenclature_prices;repository;14;6;2;36;7;crates/backend/src/projections/p906_nomenclature_prices/repository.rs
service.rs;1140;rs;2025-12-29 15:26:32;crates/backend/src/projections/p906_nomenclature_prices;backend;crates/backend/src;true;31;projections;p906_nomenclature_prices;service;4;0;0;4;1;crates/backend/src/projections/p906_nomenclature_prices/service.rs
u501_import.rs;3502;rs;2025-12-20 17:01:03;crates/backend/src/projections/p906_nomenclature_prices;backend;crates/backend/src;true;107;projections;p906_nomenclature_prices;module;4;2;1;10;3;crates/backend/src/projections/p906_nomenclature_prices/u501_import.rs
routes.rs;23028;rs;2025-12-29 19:45:59;crates/backend/src;backend;crates/backend/src;true;639;misc;;module;1;0;0;1;1;crates/backend/src/routes.rs
config.rs;2574;rs;2025-12-20 17:01:03;crates/backend/src/shared;backend;crates/backend/src;true;83;shared;;module;3;2;0;6;1;crates/backend/src/shared/config.rs
db.rs;102228;rs;2025-12-23 16:35:58;crates/backend/src/shared/data;backend;crates/backend/src;true;2590;shared;data;module;3;0;0;3;1;crates/backend/src/shared/data/db.rs
mod.rs;35;rs;2025-12-20 17:01:03;crates/backend/src/shared/data;backend;crates/backend/src;true;2;shared;data;mod_rs;0;0;0;2;0;crates/backend/src/shared/data/mod.rs
raw_storage.rs;3275;rs;2025-12-20 17:01:03;crates/backend/src/shared/data;backend;crates/backend/src;true;105;shared;data;module;5;2;1;13;6;crates/backend/src/shared/data/raw_storage.rs
format.rs;1101;rs;2025-12-20 17:01:03;crates/backend/src/shared;backend;crates/backend/src;true;36;shared;;module;2;0;0;1;0;crates/backend/src/shared/format.rs
mod.rs;408;rs;2025-12-20 17:01:03;crates/backend/src/shared/logger;backend;crates/backend/src;true;14;shared;logger;mod_rs;1;0;0;2;1;crates/backend/src/shared/logger/mod.rs
repository.rs;2466;rs;2025-12-20 17:01:03;crates/backend/src/shared/logger;backend;crates/backend/src;true;85;shared;logger;repository;6;2;2;11;4;crates/backend/src/shared/logger/repository.rs
lemanapro.rs;4480;rs;2025-12-20 17:01:03;crates/backend/src/shared/marketplaces;backend;crates/backend/src;true;104;shared;marketplaces;module;1;1;1;1;2;crates/backend/src/shared/marketplaces/lemanapro.rs
